ticker,Date,Open,Close*,delta,delta_bin
APH,"Nov 16, 2020",121.46,126.28,4.820000000000007,up
APH,"Nov 13, 2020",121.36,123.4,2.0400000000000063,up
APH,"Nov 12, 2020",123.45,120.21,-3.240000000000009,down
APH,"Nov 11, 2020",123.19,124.28,1.0900000000000034,up
APH,"Nov 10, 2020",121.0,121.85,0.8499999999999943,up
APH,"Nov 09, 2020",125.5,121.59,-3.9099999999999966,down
ADI,"Nov 20, 2020",136.62,134.88,-1.7400000000000089,down
ADI,"Nov 19, 2020",131.66,136.17,4.509999999999991,up
ADI,"Nov 18, 2020",135.95,133.23,-2.719999999999999,down
ADI,"Nov 17, 2020",136.99,135.87,-1.1200000000000043,down
ADI,"Nov 16, 2020",137.78,138.01,0.2299999999999897,up
ADI,"Nov 13, 2020",137.43,136.27,-1.1599999999999966,down
ADI,"Nov 12, 2020",137.35,135.48,-1.8700000000000043,down
ADI,"Nov 11, 2020",135.56,137.38,1.8199999999999927,up
ADI,"Nov 10, 2020",135.0,134.78,-0.21999999999999886,down
ADI,"Nov 09, 2020",138.56,135.82,-2.740000000000009,down
ANSS,"Nov 20, 2020",323.73,318.26,-5.470000000000027,down
ANSS,"Nov 19, 2020",316.25,324.12,7.870000000000003,up
ANSS,"Nov 18, 2020",318.52,317.99,-0.5299999999999727,down
ANSS,"Nov 17, 2020",321.88,319.79,-2.089999999999975,down
ANSS,"Nov 16, 2020",328.17,322.67,-5.5,down
ANSS,"Nov 13, 2020",326.36,328.21,1.8499999999999657,up
